"Exact.Site","Month_Year","Order","BIN","Abundnace","PM2.5","n_smoke","precipitation_accumulation_mm","max_relative_humidity_mean","min_relative_humidity_mean","max_air_temperature_mean_K","wind_speed_ms_mean"
"ABUCR","Sep-23","Lepidoptera","BOLD:AAC5164",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAC9148",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAE0613",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAE0826",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAF0914",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAG0029",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAG0033",10,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAG5266",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4348",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4366",3,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4528",10,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4760",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4772",7,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4799",4,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4811",6,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH4833",7,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH5072",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH5104",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH5151",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAH5170",3,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AAP5978",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABA1157",15,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW0718",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW3055",70,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW3056",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW3059",13,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW8280",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW8316",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW8320",47,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABW8341",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABX4298",7,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ABX4309",6,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACE9380",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACG7038",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACI5518",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACJ9684",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACK0084",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACK1805",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACL9434",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACN8694",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACY4353",5,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ACY4718",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ADL1138",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:ADL1931",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFA2731",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFJ1494",3,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFJ2946",4,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFK8442",5,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFO0889",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFP1538",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFS1480",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFS2805",6,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFS6513",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AFV6995",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AGB3745",2,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AGB3752",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"ABUCR","Sep-23","Lepidoptera","BOLD:AGB4703",1,12.3999996185303,3,0,53.925,17.475,295.4375,3.7
"LRVP","Apr-23","Coleoptera","BOLD:AAA8933",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AAM9619",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AAN5940",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AAN6040",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AAU2688",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:ABX3992",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:ACJ9569",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:ACP7091",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:ACY5271",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:ADP4682",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AEC2404",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFJ6306",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFN4668",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFO1473",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFO3699",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFO5924",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFP3882",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Coleoptera","BOLD:AFR0741",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAA1962",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAA3453",8,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAA4277",8,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAB0079",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAB2384",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAC4403",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAD1485",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAD1945",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAD5253",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAD7633",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAF2373",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG1019",7,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG1021",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG1734",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG2432",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG2452",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG2484",14,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG2740",4,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG3235",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG3273",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG3283",7,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG3286",32,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG3302",4,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG3793",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG4760",51,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG4904",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG5467",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG6822",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG7289",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG8493",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAG9699",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAH3920",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAH3947",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAH4144",11,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAH4197",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAH4227",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAI9020",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAL6216",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAL9077",28,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAM6047",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAM6248",6,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAM7881",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAN5076",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAN5205",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAN5393",18,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAN9015",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAO7735",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAO7773",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAO7889",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP2467",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP2882",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP3585",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP3626",23,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP4758",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP5042",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP5184",4,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP6440",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAP8722",4,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAU4648",15,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAZ3891",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AAZ4694",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABU5525",38,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABV3311",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABV3315",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABW2670",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABW2734",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABW3563",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABX0983",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABX3328",12,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABX6678",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABX8427",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ABZ5071",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACB2325",11,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACB8879",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACB9663",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACD9559",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACG4063",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACH1069",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACH1182",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACI3379",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACI4306",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACI4414",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACI8610",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACK0204",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACL2186",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACL2270",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACL4834",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACM1383",37,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACM1566",86,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACM1567",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACM1802",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACM2289",13,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN3356",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN3790",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN4271",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN5640",6,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN6870",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN7229",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN7300",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN7567",18,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN8636",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN8749",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACN9229",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACO0138",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACO0951",4,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACO1342",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP4736",78,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP6653",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP6694",6,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP6698",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP6929",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP7022",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP7211",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP7316",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP7327",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP7877",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP8639",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACP9261",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACQ5771",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACT3909",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACX4994",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACX5575",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ACY2098",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ADA3514",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ADH0864",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ADH9114",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ADO9026",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ADP4240",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:ADP4684",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AEA1858",15,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AEC0720",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AEC2127",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AEC5552",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AEC6166",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AEN9321",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFJ0862",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFJ3511",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFL7206",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFM4080",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFN3337",7,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFN4251",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFO3772",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFO6470",5,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFO6621",3,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFO9890",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFP3528",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFP4166",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFQ2420",2,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFQ2570",6,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFQ3742",1,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFQ5982",7,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
"LRVP","Apr-23","Diptera","BOLD:AFQ6808",18,9.60000038146973,0,5.3,99.925,56.175,282.225,2.05
